du-id,measTimeStampRf,nrCellIdentity,RRU.PrbUsedDl,targetTput,DRB.UEThpDl,x,y,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,rsrp_nb0,rsrq_nb0,rssinr_nb0,rsrp_nb1,rsrq_nb1,rssinr_nb1,rsrp_nb2,rsrq_nb2,rssinr_nb2,rsrp_nb3,rsrq_nb3,rssinr_nb3,rsrp_nb4,rsrq_nb4,rssinr_nb4,Viavi.UE.anomalies,ue-id
1009,2021-06-25T11:42:43.175,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1003,2021-06-25T11:42:43.175,c3/N77,273.0,0.1,0.0135370331,-594.0,-981.0,-147.2209815512,-70.7931831377,-9.9921940984,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-147.4979036229,-70.7932733685,-10.2691161701,-149.2256797889,-70.7939869875,-11.9968923361,-152.3730509717,-70.7962997726,-15.1442635189,-154.9194795942,-70.7998746009,-17.6906921414,-155.1001895449,-70.8002168125,-17.8714020921,1,Waiting passenger 9
1002,2021-06-25T11:42:43.175,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1003,2021-06-25T11:42:43.185,c3/B13,45.0,0.1,0.0022176799,-415.0,-1365.0,-147.2490195466,-70.793192014,-10.0202320938,c3/N77,c3/B2,c10/B13,c2/B13,c11/B13,-145.2443213089,-70.7926820098,-8.015533856,-153.1235293026,-70.7971457088,-15.8947418498,-153.301019804,-70.7973680447,-16.0722323512,-154.9250413616,-70.7998849226,-17.6962539088,-155.2841624356,-70.8005801135,-18.0553749828,1,Waiting passenger 2
1005,2021-06-25T11:42:43.185,c5/B13,91.0,0.75,0.3696205575,1008.0,170.2,-88.2662835522,-10.79355606,33.9625039006,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-94.1407933083,-10.7985522737,28.0879941445,-86.2615853145,-10.7929114895,35.9672021383,-93.1926692738,-10.7972312406,29.036118179,-95.9258988025,-10.8019746488,26.3028886503,-98.5160266356,-10.8102450467,23.7127608172,0,Car-3
1001,2021-06-25T11:42:43.185,c1/B13,30.0,0.25,0.1327392818,30.4098876801,-296.708162322,-85.2310382232,-10.7926793546,36.9977492296,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.1055479792,-10.7951643736,31.1232394736,-83.2263399855,-10.7923588624,39.0024474673,-94.1139692485,-10.7985108058,28.1148182043,-94.242862597,-10.7987124238,27.9859248558,-94.8220682683,-10.7996959439,27.4067191845,0,Pedestrian-1
1002,2021-06-25T11:42:43.195,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1013,2021-06-25T11:42:43.195,c13/B13,45.0,0.3,0.0594306979,2272.0,-1004.0,-111.5410311266,-30.7955177607,10.6877563262,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5363328888,-30.7941481874,12.692454564,-117.4155408826,-30.8061258927,4.8132465702,-119.3045757609,-30.8139056295,2.9242116919,-119.72971305,-30.8161713987,2.4990744028,-122.2703455267,-30.8354396197,-0.0415580739,1,Train passenger 1
1005,2021-06-25T11:42:43.195,c5/B13,91.0,0.75,0.3695799734,1008.0,170.0,-88.2700143012,-10.7935575581,33.9587731516,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-94.1445240572,-10.7985580615,28.0842633956,-86.2653160635,-10.7929124338,35.9634713894,-93.1904071983,-10.7972284206,29.0383802545,-95.9256160597,-10.801973988,26.3031713931,-98.5168861175,-10.8102486872,23.7119013353,0,Car-3
1003,2021-06-25T11:42:43.195,c3/B13,45.0,0.1,0.0022176799,-415.0,-1365.0,-147.2490195466,-70.793192014,-10.0202320938,c3/N77,c3/B2,c10/B13,c2/B13,c11/B13,-145.2443213089,-70.7926820098,-8.015533856,-153.1235293026,-70.7971457088,-15.8947418498,-153.301019804,-70.7973680447,-16.0722323512,-154.9250413616,-70.7998849226,-17.6962539088,-155.2841624356,-70.8005801135,-18.0553749828,1,Waiting passenger 2
1013,2021-06-25T11:42:43.205,c13/B13,45.0,0.3,0.059437575,2271.9,-1004.0,-111.5396441564,-30.795516578,10.6891432964,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5349459187,-30.7941474418,12.6938415341,-117.4141539124,-30.8061213298,4.8146335404,-119.3040260298,-30.8139028402,2.9247614231,-119.7292145857,-30.8161686109,2.4995728671,-122.270067837,-30.8354368442,-0.0412803842,1,Train passenger 1
1002,2021-06-25T11:42:43.205,c2/B13,91.0,0.75,0.1765386594,-993.0,-843.2,-116.1116480321,-40.7928741983,16.1171394207,c2/N77,c2/B2,c10/B13,c3/B13,c9/B13,-114.1069497943,-40.7924816777,18.1218376585,-121.9861577881,-40.795917488,10.2426296647,-124.1054524594,-40.7984976928,8.1233349934,-124.7654433779,-40.7995939148,7.4633440749,-125.5994576402,-40.801239599,6.6293298126,1,Car-1
1002,2021-06-25T11:42:43.215,c2/N77,136.0,0.1,0.0060183987,-1010.0,-1024.0,-147.7378034374,-70.7933563233,-10.5090159846,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-149.7425016751,-70.7942617113,-12.5137142223,-149.9560424328,-70.7943851132,-12.72725498,-152.5711586077,-70.7965090929,-15.3423711549,-153.1446579317,-70.7971717025,-15.9158704789,-155.6170114312,-70.8012777382,-18.3882239784,1,Waiting passenger 3
1001,2021-06-25T11:42:43.225,c1/B13,30.0,0.75,0.1559324283,141.4,-2.0,-78.7657069593,-10.7920081045,43.4630804935,c1/B2,c1/N77,c4/B13,c5/B13,c2/B13,-84.6402167154,-10.7925691007,37.5885707374,-76.7610087216,-10.791935771,45.4677787312,-94.6709026208,-10.799426499,27.557884832,-94.6954648087,-10.7994696453,27.5333226441,-96.7151414665,-10.8039970342,25.5136459863,0,Car-2
1002,2021-06-25T11:42:43.225,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1001,2021-06-25T11:42:43.235,c1/B13,30.0,0.75,0.1334804472,5.0,-291.2,-85.0244118226,-10.7926390795,37.2043756302,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-90.8989215787,-10.7950086896,31.3298658741,-83.0197135849,-10.7923334763,39.2090738679,-94.1203665261,-10.7985206723,28.1084209267,-94.5057081118,-10.7991425591,27.723079341,-94.6005574796,-10.799304269,27.6282299732,0,Car-4
1009,2021-06-25T11:42:43.235,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1002,2021-06-25T11:42:43.255,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1001,2021-06-25T11:42:43.255,c1/B13,30.0,0.75,0.1335232106,5.0,-290.8,-85.0124900516,-10.7926368137,37.2162974012,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-90.8869998077,-10.7949999309,31.3417876451,-83.0077918139,-10.7923320481,39.2209956389,-94.124485639,-10.7985270328,28.1043018138,-94.5069250409,-10.7991446117,27.7218624119,-94.6017481229,-10.7993063214,27.6270393299,0,Car-4
1009,2021-06-25T11:42:43.255,c9/N77,136.0,0.1,0.0085039173,-1593.0,-877.0,-146.1587028855,-70.7928857631,-8.9299154327,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-148.1634011233,-70.7935152483,-10.9346136705,-152.0726148813,-70.7959999879,-14.8438274285,-152.617992568,-70.7965599873,-15.3892051152,-153.0422873929,-70.7970469286,-15.8134999401,-154.0379108793,-70.7983946064,-16.8091234265,1,Waiting passenger 6
1009,2021-06-25T11:42:43.255,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1002,2021-06-25T11:42:43.265,c2/N77,136.0,0.1,0.0060183987,-1010.0,-1024.0,-147.7378034374,-70.7933563233,-10.5090159846,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-149.7425016751,-70.7942617113,-12.5137142223,-149.9560424328,-70.7943851132,-12.72725498,-152.5711586077,-70.7965090929,-15.3423711549,-153.1446579317,-70.7971717025,-15.9158704789,-155.6170114312,-70.8012777382,-18.3882239784,1,Waiting passenger 3
1001,2021-06-25T11:42:43.265,c1/B13,30.0,0.75,0.1335446143,5.0,-290.6,-85.0065230334,-10.792635682,37.2222644194,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-90.8810327894,-10.7949955561,31.3477546634,-83.0018247957,-10.7923313347,39.2269626572,-94.126544486,-10.7985302143,28.1022429669,-94.5075340688,-10.7991456391,27.721253384,-94.6023439985,-10.7993073488,27.6264434543,0,Car-4
1001,2021-06-25T11:42:43.265,c1/B13,30.0,0.75,0.1561083077,140.6,-2.0,-78.7166816448,-10.7920059084,43.512105808,c1/B2,c1/N77,c4/B13,c5/B13,c2/B13,-84.5911914008,-10.7925606081,37.637596052,-76.711983407,-10.7919343869,45.5168040458,-94.6770318279,-10.7994372429,27.5517556249,-94.7015594733,-10.7994803891,27.5272279795,-96.7097439801,-10.8039819216,25.5190434727,0,Car-2
1009,2021-06-25T11:42:43.265,c9/B13,45.0,0.1,0.0011047917,-1421.0,-964.0,-150.3798277805,-70.7946487236,-13.1510403277,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-148.3751295428,-70.7936003024,-11.14634209,-152.8457359437,-70.796815443,-15.6169484909,-153.4232974011,-70.7975265833,-16.1945099483,-155.6833827318,-70.8014233416,-18.454595279,-156.2543375366,-70.8027719728,-19.0255500838,1,Waiting passenger 4
1002,2021-06-25T11:42:43.275,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1001,2021-06-25T11:42:43.275,c1/B13,30.0,0.75,0.1335660327,5.0,-290.4,-85.0005519192,-10.792634551,37.2282355336,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-90.8750616753,-10.7949911842,31.3537257776,-82.9958536815,-10.7923306218,39.2329337713,-94.1286028602,-10.7985333965,28.1001845926,-94.5081434722,-10.7991466673,27.7206439806,-94.6029402431,-10.799308377,27.6258472097,0,Car-4
1006,2021-06-25T11:42:43.285,c6/B13,62.0,0.25,0.25,-234.9911565665,759.3424269978,-88.2281585647,-10.7935408236,34.0006288881,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.1026683208,-10.7984934118,28.126119132,-86.223460327,-10.7929018849,36.0053271258,-91.7360218627,-10.7956878376,30.4927655901,-93.740820323,-10.7979597009,28.4879671298,-96.4542067587,-10.8032874518,25.7745806941,0,Pedestrian-2
1009,2021-06-25T11:42:43.285,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1013,2021-06-25T11:42:43.285,c13/B13,45.0,0.3,0.0594564216,2271.1,-1001.0,-111.5358433752,-30.7955133391,10.6929440776,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5311451374,-30.7941453997,12.6976423154,-117.4103531312,-30.8061088333,4.8184343216,-119.2944932219,-30.8138545275,2.9342942309,-119.7320970259,-30.8161847363,2.4966904269,-122.25882134,-30.8353245839,-0.0300338872,1,Train passenger 3
1009,2021-06-25T11:42:43.295,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1002,2021-06-25T11:42:43.305,c2/B13,91.0,0.75,0.1760520371,-993.0,-845.2,-116.1574626178,-40.7928854567,16.071324835,c2/N77,c2/B2,c10/B13,c3/B13,c9/B13,-114.15276438,-40.7924887742,18.0760230728,-122.0319723738,-40.7959610012,10.196815079,-124.0846811517,-40.7984658197,8.1441063011,-124.7596899814,-40.7995836222,7.4690974714,-125.5947100569,-40.8012293103,6.6340773959,1,Car-1
1002,2021-06-25T11:42:43.305,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1003,2021-06-25T11:42:43.305,c3/B13,45.0,0.1,0.001786062,-512.0,-913.0,-148.2297170673,-70.7935414439,-11.0009296145,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-146.2250188296,-70.7929022759,-8.9962313768,-149.3639853736,-70.7940573339,-12.1351979208,-154.1042268234,-70.7984958079,-16.8754393706,-155.3744722924,-70.8007641525,-18.1456848396,-156.1315516671,-70.8024668337,-18.9027642143,1,Waiting passenger 1
1009,2021-06-25T11:42:43.305,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1013,2021-06-25T11:42:43.305,c13/B13,45.0,0.3,0.0594701744,2270.9,-1001.0,-111.5330700165,-30.7955109776,10.6957174363,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5283717788,-30.7941439108,12.700415674,-117.4075797726,-30.8060997217,4.8212076802,-119.2933918613,-30.8138489526,2.9353955915,-119.7311012447,-30.8161791644,2.4976862081,-122.2582648345,-30.8353190364,-0.0294773817,1,Train passenger 3
1004,2021-06-25T11:42:43.315,c4/B2,83.0,0.25,0.25,1415.9963580637,-614.3341134222,-96.9827605511,-10.8047703289,25.2460269017,c13/B2,c4/B13,c4/N77,c12/B2,c5/B2,-96.4701689747,-10.803329649,25.7586184781,-91.1082507951,-10.7951664595,31.1205366578,-89.1035525573,-10.7939267045,33.1252348955,-103.2012104263,-10.8458038176,19.0275770265,-103.9348315578,-10.8556670446,18.293955895,0,Pedestrian-3
1002,2021-06-25T11:42:43.315,c2/B13,91.0,0.75,0.1760034788,-993.0,-845.4,-116.1620349224,-40.7928865868,16.0667525304,c2/N77,c2/B2,c10/B13,c3/B13,c9/B13,-114.1573366847,-40.7924894865,18.0714507681,-122.0365446785,-40.7959653691,10.1922427743,-124.0826013416,-40.7984626366,8.1461861112,-124.7591166143,-40.7995825972,7.4696708385,-125.5942369865,-40.8012282857,6.6345504663,1,Car-1
1009,2021-06-25T11:42:43.315,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1013,2021-06-25T11:42:43.315,c13/B13,45.0,0.3,0.0594770527,2270.8,-1001.0,-111.5316830157,-30.7955097971,10.6971044371,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5269847779,-30.7941431665,12.7018026749,-117.4061927717,-30.806095167,4.8225946811,-119.2928411336,-30.8138461654,2.9359463192,-119.7306033204,-30.8161763787,2.4981841324,-122.257986584,-30.835316263,-0.0291991312,1,Train passenger 3
1013,2021-06-25T11:42:43.315,c13/B13,45.0,0.3,0.0595133051,2270.8,-1004.0,-111.524373291,-30.7955035818,10.7044141618,c13/N77,c13/B2,c4/B13,c12/B13,c5/B13,-109.5196750532,-30.794139248,12.7091123996,-117.398883047,-30.806071187,4.8299044058,-119.2979769134,-30.8138721708,2.9308105394,-119.7237299869,-30.8161379575,2.5050574659,-122.2670133516,-30.8354063264,-0.0382258987,1,Train passenger 1
1009,2021-06-25T11:42:43.325,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1001,2021-06-25T11:42:43.325,c1/B13,30.0,0.75,0.1336733459,5.0,-289.4,-84.9706347119,-10.7926289079,37.2581527409,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-90.845144468,-10.7949693702,31.3836429848,-82.9659364742,-10.7923270649,39.2628509786,-94.1388876477,-10.7985493193,28.0898998051,-94.5111961134,-10.7991518199,27.7175913394,-94.6059269966,-10.7993135294,27.6228604562,0,Car-4
1002,2021-06-25T11:42:43.325,c2/N77,136.0,0.1,0.0060183987,-1010.0,-1024.0,-147.7378034374,-70.7933563233,-10.5090159846,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-149.7425016751,-70.7942617113,-12.5137142223,-149.9560424328,-70.7943851132,-12.72725498,-152.5711586077,-70.7965090929,-15.3423711549,-153.1446579317,-70.7971717025,-15.9158704789,-155.6170114312,-70.8012777382,-18.3882239784,1,Waiting passenger 3
1003,2021-06-25T11:42:43.325,c3/B13,45.0,0.1,0.0022176799,-415.0,-1365.0,-147.2490195466,-70.793192014,-10.0202320938,c3/N77,c3/B2,c10/B13,c2/B13,c11/B13,-145.2443213089,-70.7926820098,-8.015533856,-153.1235293026,-70.7971457088,-15.8947418498,-153.301019804,-70.7973680447,-16.0722323512,-154.9250413616,-70.7998849226,-17.6962539088,-155.2841624356,-70.8005801135,-18.0553749828,1,Waiting passenger 2
1002,2021-06-25T11:42:43.335,c2/N77,136.0,0.1,0.0060183987,-1010.0,-1024.0,-147.7378034374,-70.7933563233,-10.5090159846,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-149.7425016751,-70.7942617113,-12.5137142223,-149.9560424328,-70.7943851132,-12.72725498,-152.5711586077,-70.7965090929,-15.3423711549,-153.1446579317,-70.7971717025,-15.9158704789,-155.6170114312,-70.8012777382,-18.3882239784,1,Waiting passenger 3
1009,2021-06-25T11:42:43.335,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1009,2021-06-25T11:42:43.335,c9/N77,136.0,0.1,0.0085039173,-1593.0,-877.0,-146.1587028855,-70.7928857631,-8.9299154327,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-148.1634011233,-70.7935152483,-10.9346136705,-152.0726148813,-70.7959999879,-14.8438274285,-152.617992568,-70.7965599873,-15.3892051152,-153.0422873929,-70.7970469286,-15.8134999401,-154.0379108793,-70.7983946064,-16.8091234265,1,Waiting passenger 6
1003,2021-06-25T11:42:43.335,c3/N77,273.0,0.1,0.0135370331,-594.0,-981.0,-147.2209815512,-70.7931831377,-9.9921940984,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-147.4979036229,-70.7932733685,-10.2691161701,-149.2256797889,-70.7939869875,-11.9968923361,-152.3730509717,-70.7962997726,-15.1442635189,-154.9194795942,-70.7998746009,-17.6906921414,-155.1001895449,-70.8002168125,-17.8714020921,1,Waiting passenger 9
1002,2021-06-25T11:42:43.345,c2/N77,136.0,0.1,0.0097974831,-570.0,-841.0,-145.5031221937,-70.7927353966,-8.2743347409,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-147.5078204315,-70.7932767077,-10.2790329787,-147.8386946369,-70.7933926021,-10.6099071841,-153.3823301875,-70.79747297,-16.1535427347,-153.5875694902,-70.7977467095,-16.3587820374,-153.867047551,-70.7981408596,-16.6382600982,1,Waiting passenger 7
1009,2021-06-25T11:42:43.345,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1006,2021-06-25T11:42:43.345,c6/B13,62.0,0.25,0.25,-235.0161273062,759.3257998466,-88.2287299274,-10.793541051,34.0000575254,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.1032396834,-10.7984942901,28.1255477694,-86.2240316896,-10.7929020283,36.0047557632,-91.7356226365,-10.7956874815,30.4931648163,-93.7407274409,-10.7979595695,28.4880600119,-96.4543778229,-10.8032879032,25.7744096299,0,Pedestrian-2
1009,2021-06-25T11:42:43.355,c9/B13,45.0,0.1,0.0020693604,-1622.0,-1334.0,-147.5636378775,-70.793295645,-10.3348504247,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-145.5589396398,-70.7927473338,-8.330152187,-151.4404220543,-70.7954329453,-14.2116346015,-153.4381476335,-70.7975461426,-16.2093601807,-156.6365595574,-70.8037788481,-19.4077721046,-158.2416066243,-70.8091186172,-21.0128191715,1,Waiting passenger 10
1004,2021-06-25T11:42:43.355,c4/B2,83.0,0.25,0.25,1415.9797109039,-614.3230286547,-96.9824989782,-10.8047695497,25.2462884746,c13/B2,c4/B13,c4/N77,c12/B2,c5/B2,-96.4704415383,-10.8033303709,25.7583459145,-91.1079892222,-10.7951662576,31.1207982306,-89.1032909845,-10.7939265772,33.1254964683,-103.2012219454,-10.8458039599,19.0275655074,-103.9347162347,-10.8556653614,18.2940712181,0,Pedestrian-3
1009,2021-06-25T11:42:43.355,c9/N77,136.0,0.1,0.0055769666,-1485.0,-855.0,-148.0823889492,-70.7934837854,-10.8536014964,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-150.0870871869,-70.7944638999,-12.8582997341,-150.8594269719,-70.7949797655,-13.6306395191,-152.5551099771,-70.7964917787,-15.3263225243,-152.7378393511,-70.7966927486,-15.5090518983,-155.961596943,-70.8020584253,-18.7328094902,1,Waiting passenger 5
1005,2021-06-25T11:42:43.365,c5/B13,91.0,0.75,0.3688921488,1008.0,166.6,-88.3332437472,-10.7935831459,33.8955437057,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-94.2077535032,-10.798656912,28.0210339496,-86.3285455094,-10.7929285636,35.9002419434,-93.1518668816,-10.7971806003,29.0769205712,-95.9208575347,-10.8019628732,26.3079299181,-98.5314992598,-10.8103106938,23.6972881931,0,Car-3
1013,2021-06-25T11:42:43.365,c13/N77,175.0,0.3,0.3,2174.3,-1009.0,-108.051259416,-30.7934718507,14.1775280368,c13/B13,c13/B2,c4/N77,c12/N77,c5/N77,-110.0559576538,-30.7944449685,12.172829799,-115.9304674098,-30.8019853321,6.298320043,-116.7570942157,-30.8041151399,5.4716932371,-117.2142788653,-30.8054787293,5.0145085875,-120.011298541,-30.8177982241,2.2174889118,0,Train passenger 2
1010,2021-06-25T11:42:43.365,c10/N77,273.0,0.1,0.0228504332,-1269.0,-1344.0,-144.8015886427,-70.7925977416,-7.5728011899,c10/B13,c9/N77,c10/B2,c2/N77,c3/N77,-146.8062868805,-70.7930583283,-9.5774994276,-150.7779321318,-70.7949209066,-13.549144679,-152.6807966365,-70.7966291026,-15.4520091837,-152.8330111327,-70.7968008142,-15.6042236799,-154.9749387341,-70.7999781167,-17.7461512813,1,Waiting passenger 8
1003,2021-06-25T11:42:43.365,c3/B13,45.0,0.1,0.001786062,-512.0,-913.0,-148.2297170673,-70.7935414439,-11.0009296145,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-146.2250188296,-70.7929022759,-8.9962313768,-149.3639853736,-70.7940573339,-12.1351979208,-154.1042268234,-70.7984958079,-16.8754393706,-155.3744722924,-70.8007641525,-18.1456848396,-156.1315516671,-70.8024668337,-18.9027642143,1,Waiting passenger 1
